id,name,version,layout,released_at,image_uris,cost,inkwell,ink,type,classifications,text,keywords,move_cost,strength,willpower,lore,rarity,illustrators,collector_number,lang,flavor_text,tcgplayer_id,legalities,set,prices
crd_953f8e5972634de5935794d17a4a3e06,Rapunzel,Gifted Artist,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_953f8e5972634de5935794d17a4a3e06.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_953f8e5972634de5935794d17a4a3e06.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_953f8e5972634de5935794d17a4a3e06.avif?1728609660'}}",5,True,Amber,['Character'],"['Floodborn', 'Hero', 'Princess']","Shift 3 (You may pay 3 {I} to play this on top of one of your characters named Rapunzel.)
LET YOUR POWER SHINE Whenever you remove 1 or more damage from one of your characters, you may draw a card.",['Shift'],,,6.0,2.0,Promo,['Aubrey Archer'],31,en,,525095,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_31457772bf37423d9723625203754abd,Pinocchio,Talkative Puppet,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_31457772bf37423d9723625203754abd.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_31457772bf37423d9723625203754abd.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_31457772bf37423d9723625203754abd.avif?1728609660'}}",2,False,Amethyst,['Character'],"['Storyborn', 'Hero']","TELLING LIES When you play this character, you may exert chosen opposing character.",[],,1.0,1.0,1.0,Promo,['Juan Diego Leon'],32,en,"""A lie keeps growing and growing until it's as plain as the nose on your face.""
-Blue Fairy",525093,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_8b31286860cf4d2da0374f76bf93e6e7,Four Dozen Eggs,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_8b31286860cf4d2da0374f76bf93e6e7.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_8b31286860cf4d2da0374f76bf93e6e7.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_8b31286860cf4d2da0374f76bf93e6e7.avif?1728609660'}}",4,True,Sapphire,"['Action', 'Song']",,"(A character with cost 4 or more can {E} to sing this song for free.)
Your characters gain Resist +2 until the start of your next turn. (Damage dealt to them is reduced by 2.)",[],,,,,Promo,['Jochem van Gool'],33,en,,525096,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_96d515e8823e42ce96c3aab0ad415d01,Mickey Mouse,Leader of the Band,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_96d515e8823e42ce96c3aab0ad415d01.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_96d515e8823e42ce96c3aab0ad415d01.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_96d515e8823e42ce96c3aab0ad415d01.avif?1728609660'}}",4,True,Amber,['Character'],"['Storyborn', 'Hero']","Support (Whenever this character quests, you may add their {S} to another chosen character's {S} this turn.)
STRIKE UP THE MUSIC When you play this character, chosen character gains Support this turn.",['Support'],,2.0,5.0,1.0,Promo,['Filipe Laurentino'],34,en,,551695,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_5fbd8a029bf344a6a3e42793c324f12c,Ursula's Lair,Eye of the Storm,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_5fbd8a029bf344a6a3e42793c324f12c.avif?1728698310', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_5fbd8a029bf344a6a3e42793c324f12c.avif?1728698310', 'large': 'https://cards.lorcast.io/card/digital/large/crd_5fbd8a029bf344a6a3e42793c324f12c.avif?1728698310'}}",5,False,Amethyst,['Character'],['Location'],"SLIPPERY HALLS Whenever a character is banished in a challenge while here, you may return them to your hand.
SEAT OF POWER Characters named Ursula get +1 {L} while here.",[],2.0,0.0,6.0,1.0,Promo,['Eri Welli / Sam Burley'],35,en,,551696,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_c961ff4c701b45da8cc477d7a5192b6e,Hidden Inkcaster,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_c961ff4c701b45da8cc477d7a5192b6e.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_c961ff4c701b45da8cc477d7a5192b6e.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_c961ff4c701b45da8cc477d7a5192b6e.avif?1728609660'}}",2,False,Emerald,['Item'],,"FRESH INK When you play this item, draw a card.
UNEXPECTED TREASURE All cards in your hand count as having {IW}.",[],,,,,Promo,['Adam Fenton'],36,en,"""It looks like it's been here forever.""
-Flounder",551697,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_ac797e7b8dc043fa8cc160ee82f94713,Mulan,Enemy of Entanglement,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_ac797e7b8dc043fa8cc160ee82f94713.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_ac797e7b8dc043fa8cc160ee82f94713.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_ac797e7b8dc043fa8cc160ee82f94713.avif?1728609660'}}",2,True,Ruby,['Character'],"['Storyborn', 'Hero', 'Princess']","TIME TO SHINE Whenever you play an action, this character gets +2 {S} this turn.",[],,1.0,3.0,1.0,Promo,['Jared Mathews'],37,en,"Ursula's messengers fled, leaving behind tendrils of dark ink.",551698,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_5b8b1ca3bad5482e8fc1592899c58cbf,Ursula,Sea Witch Queen,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_5b8b1ca3bad5482e8fc1592899c58cbf.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_5b8b1ca3bad5482e8fc1592899c58cbf.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_5b8b1ca3bad5482e8fc1592899c58cbf.avif?1728609660'}}",7,True,Amethyst,['Character'],"['Floodborn', 'Villain', 'Queen', 'Sorcerer']","Shift 5 (You may pay 5 {I} to play this on top of one of your characters named Ursula.)
NOW I AM THE RULER! Whenever this character quests, exert chosen character.
YOU'LL LISTEN TO ME! Other characters can't exert to sing songs.",['Shift'],,4.0,7.0,3.0,Promo,['John Loren'],38,en,,551699,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_c77d5fd7b519414d848dc5e73124f5ce,Scrooge Mcduck,Uncle Moneybags,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_c77d5fd7b519414d848dc5e73124f5ce.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_c77d5fd7b519414d848dc5e73124f5ce.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_c77d5fd7b519414d848dc5e73124f5ce.avif?1728609660'}}",2,True,Sapphire,['Character'],"['Dreamborn', 'Hero']","TREASURE FINDER Whenever this character quests, you pay 1 {I} less for the next item you play this turn.",[],,1.0,3.0,1.0,Promo,['Stefano Zanchi'],39,en,A strange new world is the perfect place to make a strange new fortune!,538247,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_a7de9bb16f4540ec9e7bb9a870a9b289,Flotsam & Jetsam,Entangling Eels,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a7de9bb16f4540ec9e7bb9a870a9b289.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a7de9bb16f4540ec9e7bb9a870a9b289.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a7de9bb16f4540ec9e7bb9a870a9b289.avif?1728609660'}}",6,True,Amethyst,['Character'],"['Floodborn', 'Ally']","Shift: Discard 2 cards (You may discard 2 cards to play this on top of one of your characters named Flotsam or Jetsam.)
(This character counts as being named both Flotsam and Jetsam.)",['Shift'],,5.0,5.0,2.0,Promo,['Brian Kesinger'],40,en,,551693,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
