id,name,version,layout,released_at,cost,inkwell,ink,text,move_cost,strength,willpower,lore,rarity,collector_number,lang,flavor_text,tcgplayer_id
crd_f405327bb31a4ca0880e91e09bf5893a,Pluto,Friendly Pooch,normal,2024-02-23,1,False,Amber,GOOD DOG {E} — You pay 1 {I} less for the next character you play this turn.,,0.0,2.0,1.0,Uncommon,18,en,He just can't wait for new friends to arrive!,537628.0
crd_fcdb51245c0a468896166eb745d1cf55,Pongo,Determined Father,normal,2024-02-23,3,True,Amber,"TWILIGHT BARK Once per turn, you may pay 2 {I} to reveal the top card of your deck. If it's a character card, put it into your hand. Otherwise, put it on the bottom of your deck.",,3.0,2.0,1.0,Super_rare,19,en,"""We'll find our way. I know we will!""",532862.0
crd_deb260b9c0d5473f9ce8685415520940,Queen of Hearts,Wonderland Empress,normal,2024-02-23,3,True,Amber,"ALL WAYS HERE ARE MY WAYS Whenever this character quests, your other Villain characters get +1 {L} this turn.",,3.0,3.0,1.0,Uncommon,20,en,"The more of the Inklands she claims, the more
she wants.",537607.0
crd_2e4b186b853e4bd7b5d3144645efd6a1,Rolly,Hungry Pup,normal,2024-02-23,3,True,Amber,"Support (Whenever this character quests, you may add their {S} to another chosen character's {S} this turn.)",,3.0,3.0,1.0,Uncommon,21,en,"""I'm hungry, Mother. I really am.""",538353.0
crd_136ffadfd42e4f968a125c32a8d18591,Tinker Bell,Generous Fairy,normal,2024-02-23,4,False,Amber,"MAKE A NEW FRIEND When you play this character, look at the top 4 cards of your deck. You may reveal a character card and put it into your hand. Put the rest on the bottom of your deck in any order.",,1.0,4.0,1.0,Uncommon,22,en,Plenty of berries—and friendship—to go around.,538370.0
crd_e989edbf82194e8e9f4bd73426377d57,Wendy Darling,Talented Sailor,normal,2024-02-23,2,True,Amber,,,1.0,3.0,2.0,Uncommon,23,en,"With Tink's upgrades in place, Wendy took them to
the skies to find the missing mermaid.",538380.0
crd_56003cfee81148e9a2ceebe4136e4e06,99 Puppies,,normal,2024-02-23,5,False,Amber,"Whenever one of your characters quests this turn, gain 1 lore.",,,,,Uncommon,24,en,"""Two, four, six, and three is nine, plus two is 11...""
—Roger",534480.0
crd_d1f9df5413484ad6975ba55243e4804e,Boss's Orders,,normal,2024-02-23,1,True,Amber,"Chosen character gains Support this turn. (Whenever they quest, you may add their {S} to another chosen character's {S} this turn.)",,,,,Common,25,en,"""Snoops! I know you can look harder! Find me that lore!""
—Madame Medusa",537888.0
crd_c6998d2082d348b18f01e8a90afde5f1,Heal What Has Been Hurt,,normal,2024-02-23,3,True,Amber,"(A character with cost 3 or more can {E} to sing this song for free.)
Remove up to 3 damage from chosen character. Draw a card.",,,,,Common,26,en,"Let your power shine
Make the clock reverse...",532523.0
crd_5364fdf0cf144ac38d2d7c824f8cc72f,Quick Patch,,normal,2024-02-23,1,True,Amber,Remove up to 3 damage from chosen location.,,,,,Common,27,en,"""Good as new! Well, almost.""",538310.0
crd_54e5e880c70e4e2bb68cc318a7d47e34,The Bare Necessities,,normal,2024-02-23,2,True,Amber,"(A character with cost 2 or more can {E} to sing this song for free.)
Chosen opponent reveals their hand and discards a non-character card of your choice.",,,,,Rare,28,en,Forget about your worries and your strife....,538224.0
crd_46df24a1b90a460d8572440c007f0af5,Cleansing Rainwater,,normal,2024-02-23,2,True,Amber,ANCIENT POWER Banish this item — Remove up to 2 damage from each of your characters.,,,,,Common,29,en,Rainwater lands as stone melts and dragons fly again.,537406.0
crd_925579c341974d16b613c348efe8df5e,Heart of Atlantis,,normal,2024-02-23,4,False,Amber,LIFE GIVER {E} — You pay 2 {I} less for the next character you play this turn.,,,,,Rare,30,en,"""It's what's keeping you—all of Atlantis—alive!""
—Milo Thatch",536277.0
crd_e46266028977431da15b820d9f665664,Wildcat's Wrench,,normal,2024-02-23,2,True,Amber,REBUILD {E} — Remove up to 2 damage from chosen location.,,,,,Uncommon,31,en,The right tool makes all the difference.,538229.0
crd_b9ecaeeeee5a467ea41b58edda3b8f13,Never Land,Mermaid Lagoon,landscape,2024-02-23,1,True,Amber,,1.0,,4.0,1.0,Common,32,en,"The mermaids told Peter they'd seen some items floating by several days earlier,
but they were more concerned that one of their sisters had gone missing.",534089.0
crd_c73b3306eee042a0a17938812b0a564a,Pride Lands,Pride Rock,landscape,2024-02-23,2,False,Amber,"WE ARE ALL CONNECTED Characters get +2 {W} while here.
LION HOME If you have a Prince or King character here, you pay 1 {I} less to play characters.",2.0,,7.0,1.0,Rare,33,en,,538458.0
crd_ed1ca708595f44a49f40680e20635ff5,Tiana's Palace,Jazz Restaurant,landscape,2024-02-23,3,False,Amber,NIGHT OUT Characters can't be challenged while here.,2.0,,8.0,1.0,Uncommon,34,en,"In New Orleans, dreams can come true.",537408.0
crd_df136840866d426db031332e34942735,Alice,Tea Alchemist,normal,2024-02-23,6,True,Amethyst,CURIOUSER AND CURIOUSER {E} — Exert chosen opposing character and all other opposing characters with the same name.,,4.0,4.0,2.0,Super_rare,35,en,"With the right tea leaves and a little magic, she
creates the perfect cup for any party guest.",538729.0
crd_bda38dbbd3974a5bb53bc91853faa172,Chernabog's Followers,Creatures of Evil,normal,2024-02-23,1,True,Amethyst,"RESTLESS SOULS Whenever this character quests, you may banish them to draw a card.",,2.0,1.0,1.0,Uncommon,36,en,Let chaos reign.,539067.0
crd_96b06169bec644898473633766c5e534,Diablo,Faithful Pet,normal,2024-02-23,1,True,Amethyst,"LOOKING FOR AURORA Whenever you play a character named Maleficent, you may look at the top card of your deck. Put it on either the top or the bottom of your deck.",,2.0,1.0,1.0,Common,37,en,"With a little ink-enhanced magic, nothing escapes
his sight.",539068.0
crd_54d0edb01460400e9612bebf555aa2f1,Genie,Supportive Friend,normal,2024-02-23,4,False,Amethyst,"THREE WISHES Whenever this character quests, you may shuffle this card into your deck to draw 3 cards.",,3.0,5.0,1.0,Super_rare,38,en,"""Right here, direct from the lamp, right here for
your very much wish fulfillment.""",538724.0
crd_fabf6b8091ab49a1b2dccff0b1bb66ab,Hydros,Ice Titan,normal,2024-02-23,3,True,Amethyst,BLIZZARD {E} — Exert chosen character.,,2.0,2.0,2.0,Uncommon,39,en,"""Freeze Zeus!""",537614.0
crd_c6206520d53f48a7ba4b32af8ca6cf66,Iago,Pretty Polly,normal,2024-02-23,3,True,Amethyst,Evasive (Only characters with Evasive can challenge this character.),,3.0,2.0,1.0,Common,40,en,"""Your majesty certainly has a way with dumb
animals.""
—Jafar",537407.0
crd_a8ac3c9400574fac83d320e3c4bd6e49,Jafar,Lamp Thief,normal,2024-02-23,3,True,Amethyst,"I AM YOUR MASTER NOW When you play this character, look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom.",,2.0,2.0,2.0,Uncommon,41,en,"""I will rule as far as the eye can see.""",538197.0
crd_021972513f684c6185280e93fa2f41ef,Jafar,Striking Illusionist,normal,2024-02-23,7,True,Amethyst,"Shift 5 (You may pay 5 {I} to play this on top of one of your characters named Jafar.)
Evasive (Only characters with Evasive can challenge this character.)
POWER BEYOND MEASURE During your turn, while this character is exerted, whenever you draw a card, gain 1 lore.",,4.0,5.0,1.0,Legendary,42,en,,538725.0
crd_d8f0d093ffa743e48801e90e1b98cf14,Lena Sabrewing,Rebellious Teenager,normal,2024-02-23,2,True,Amethyst,Rush (This character can challenge the turn they're played.),,1.0,3.0,1.0,Common,43,en,Born from the shadows. Saved by friendship.,538238.0
crd_bf44f442286c4b5fa783412ae85c3b58,Magic Broom,Dancing Duster,normal,2024-02-23,6,False,Amethyst,"POWER CLEAN When you play this character, if you have a Sorcerer character in play, you may exert chosen opposing character. They can't ready at the start of their next turn.",,3.0,3.0,1.0,Uncommon,44,en,Super-smooth tidiness.,539069.0
crd_9b1e3b67709f41c58130599854495ff5,Magic Broom,Swift Cleaner,normal,2024-02-23,5,False,Amethyst,"Rush (This character can challenge the turn they're played.)
CLEAN THIS, CLEAN THAT When you play this character, you may shuffle all Broom cards from your discard into your deck.",,4.0,4.0,2.0,Common,45,en,Super-speedy tidiness.,539070.0
crd_5bb1d62852d74227a37ae937c075eef0,Magic Broom,The Big Sweeper,normal,2024-02-23,3,True,Amethyst,"CLEAN SWEEP While this character is at a location, it gets +2 {S}.",,1.0,5.0,1.0,Common,46,en,Super-sized tidiness.,539071.0
crd_308bd5ecd73f4d26af79fb786fab2eea,Magic Carpet,Flying Rug,normal,2024-02-23,2,True,Amethyst,"Evasive (Only characters with Evasive can challenge this character.)
FIND THE WAY {E} — Move a character of yours to a location for free.",,2.0,1.0,1.0,Common,47,en,"""Carpet and I can swoop in, grab the lore, and be back
before anyone knows it!"" —Aladdin",539072.0
crd_1613e74208754e64b862c2a8b28add19,Magica De Spell,Ambitious Witch,normal,2024-02-23,2,True,Amethyst,,,2.0,3.0,1.0,Common,48,en,"""Feed my power, Dark Eclipse. Free my form
from the abyss. Dormant magic now unchain,
the Shadow Queen be whole again!""",538257.0
crd_fc52c08c7f254d8cb1e54150de516407,Magica De Spell,The Midas Touch,normal,2024-02-23,7,False,Amethyst,"Shift 5 (You may pay 5 {I} to play this on top of one of your characters named Magica De Spell.)
ALL MINE Whenever this character quests, gain lore equal to the cost of one of your items in play.",,4.0,6.0,0.0,Super_rare,49,en,"""I can feel my powers growing the closer I get to
Scrooge's precious dime!""",538254.0
crd_177102be31464591b1637a5b9b2b5aca,Magica De Spell,Thieving Sorceress,normal,2024-02-23,4,True,Amethyst,TELEKINESIS {E} — Return chosen item with cost equal to or less than this character's {S} to its player's hand.,,3.0,4.0,2.0,Uncommon,50,en,"""Do you know what I call this? A good start!""",538255.0
crd_ffec4fba40d948dc8cd4f54b5f9897a9,Maleficent,Mistress of All Evil,normal,2024-02-23,5,True,Amethyst,"DARK KNOWLEDGE Whenever this character quests, you may draw a card.
DIVINATION During your turn, whenever you draw a card, you may move 1 damage counter from chosen character to chosen opposing character.",,2.0,3.0,2.0,Legendary,51,en,,539073.0
crd_7c8f8f0af4fb4d6087a414c04c0fca4c,Mama Odie,Voice of Wisdom,normal,2024-02-23,6,False,Amethyst,"LISTEN TO YOUR MAMA NOW Whenever this character quests, you may move up to 2 damage counters from chosen character to chosen opposing character.",,3.0,6.0,2.0,Uncommon,52,en,"""That's the way to give it what it needs, Juju!""",531827.0
crd_835c907af9be4b9d93b301eb3324b83e,Pua,Potbellied Buddy,normal,2024-02-23,2,True,Amethyst,"ALWAYS THERE When this character is banished, you may shuffle this card into your deck.",,2.0,2.0,2.0,Common,53,en,"Always ready to lend a hand...er, snout.",538216.0
crd_444d8b9e59e44e919534ccc79bd66d85,Rafiki,Mystical Fighter,normal,2024-02-23,1,True,Amethyst,"Challenger +3 (While challenging, this character gets +3 {S}.)
ANCIENT SKILLS Whenever he challenges a Hyena character, this character takes no damage from the challenge.",,0.0,2.0,1.0,Rare,54,en,Mind the stick!,539074.0
crd_a3263d84bb5645f3974b837b717d50f5,Stratos,Tornado Titan,normal,2024-02-23,5,True,Amethyst,"Evasive (Only characters with Evasive can challenge this character.)
CYCLONE {E} — Gain lore equal to the number of Titan characters you have in play.",,4.0,4.0,0.0,Rare,55,en,"""Blow Zeus away!""",539075.0
crd_67c15e1a10e04510a5f6c78cf9119e22,The Firebird,Force of Destruction,normal,2024-02-23,4,True,Amethyst,,,6.0,2.0,1.0,Common,56,en,"It rages through the forest,
Wings spread wide with flame
Spring sings its ancient chorus
And green renews its claim",537826.0
crd_8af5e037a64f41e58380427a86148bb5,The Queen,Hateful Rival,normal,2024-02-23,3,True,Amethyst,,,4.0,3.0,1.0,Common,57,en,"""A cobweb's strand to hold her fast
An eagle's eye to see her well
Sands of time to steal her past
Thus I cast my magic spell!""",539076.0
crd_8b9133c809b04113a3b464d0f1c2ca82,Treasure Guardian,Protector of the Cave,normal,2024-02-23,4,False,Amethyst,WHO DISTURBS MY SLUMBER? This character can't challenge or quest unless it is at a location.,,6.0,6.0,2.0,Rare,58,en,"""Only one may enter here.""",539077.0
crd_ef7ea6ffd33a4557961b74ea45e095d4,Ursula,Sea Witch,normal,2024-02-23,3,False,Amethyst,"YOU'RE TOO LATE Whenever this character quests, chosen opposing character can't ready at the start of their next turn.",,3.0,3.0,1.0,Rare,59,en,The secret contract has already been written.,538301.0
crd_f3f30e7e137c4336a2551abfa4b4eeaf,Bestow a Gift,,normal,2024-02-23,1,True,Amethyst,Move 1 damage counter from chosen character to chosen opposing character.,,,,,Common,60,en,"""From magic ink I call this gift.
Fly my minion, thy wings be swift!""
—Maleficent",537626.0
crd_7a47845bdb01452e9faae9028fb22eeb,It Calls Me,,normal,2024-02-23,1,True,Amethyst,"(A character with cost 1 or more can {E} to sing this song for free.)
Draw a card. Then, choose up to 3 cards from chosen opponent's discard and shuffle them into their deck.",,,,,Uncommon,61,en,I am everything I've learned and more,539078.0
crd_13df9fbee1d6457f8d4ca866073d28d3,Last-Ditch Effort,,normal,2024-02-23,3,False,Amethyst,Exert chosen opposing character. Then chosen character of yours gains Challenger +2 this turn. (They get +2 {S} while challenging.),,,,,Uncommon,62,en,"""I got your back.""",538230.0
crd_716a89f3b6cf4f57b66888fd4166d1df,The Boss is on a Roll,,normal,2024-02-23,3,True,Amethyst,"(A character with cost 3 or more can {E} to sing this song for free.)
Look at the top 5 cards of your deck. Put any number of them on the top or the bottom of your deck in any order. Gain 1 lore.",,,,,Rare,63,en,Go ahead! Make your choice!,537633.0
crd_5008b128a011481396f80e0c9c5424bc,The Lamp,,normal,2024-02-23,2,False,Amethyst,"GOOD OR EVIL Banish this item — If you have a character named Jafar in play, draw 2 cards. If you have a character named Genie in play, return chosen character with cost 4 or less to their player's hand.",,,,,Rare,64,en,,539079.0
crd_4ae1ca3505fc492eb6e4310ae36f3ba3,The Sorcerer's Hat,,normal,2024-02-23,2,True,Amethyst,"INCREDIBLE ENERGY {E}, 1 {I} — Name a card, then reveal the top card of your deck. If it's the named card, put that card into your hand. Otherwise, put it on the top of your deck.",,,,,Rare,65,en,"Minnie approached it cautiously. Whoever had placed it here
might have prepared traps.",532639.0
crd_5ac4816ce7b240db942b5963a8db9909,Forbidden Mountain,Maleficent's Castle,landscape,2024-02-23,2,True,Amethyst,,1.0,,6.0,1.0,Common,66,en,"An eerie quiet surrounds the castle—but beware of the dangerous
occupant within.",531821.0
crd_a4f0a9a928674b2a93d17f7c81eb09d7,The Queen's Castle,Mirror Chamber,landscape,2024-02-23,4,True,Amethyst,"USING THE MIRROR At the start of your turn, for each character you have here, you may draw a card.",1.0,,7.0,2.0,Rare,67,en,Those who visit the mirror can choose their question—but not the answer.,538680.0
crd_d9a1c24b8bf4469f8535e75c38cf61f7,The Sorcerer's Tower,Wondrous Workspace,landscape,2024-02-23,3,True,Amethyst,"BROOM CLOSET Your characters named Magic Broom may move here for free.
MAGICAL POWER Characters get +1 {L} while here.",2.0,,7.0,0.0,Uncommon,68,en,Everything you need to make some magic.,535148.0
crd_1406e73a81ad4687ad3e502447d21287,Cubby,Mighty Lost Boy,normal,2024-02-23,4,True,Emerald,"THE BEAR Whenever this character moves to a location, he gets +3 {S} this turn.",,3.0,5.0,1.0,Common,69,en,"With Peter holding off Hook, Cubby did what he
does best: break stuff.",537945.0
crd_25aa34175eeb4f30bbb9199f46040395,Cursed Merfolk,Ursula's Handiwork,normal,2024-02-23,1,False,Emerald,"POOR SOULS Whenever this character is challenged, each opponent chooses and discards a card.",,0.0,1.0,2.0,Rare,70,en,"""Now it's happened once or twice, someone couldn't
pay the price...""
—Ursula",537383.0
crd_566472b873bc4f0caf367e8bc583e92e,Don Karnage,Prince of Pirates,normal,2024-02-23,5,True,Emerald,Evasive (Only characters with Evasive can challenge this character.),,4.0,4.0,2.0,Common,71,en,"""You didn't expect to find me here, did you? Well
neither did I.""",538355.0
crd_ba452763794342109447ecb7b492d919,Flotsam,Riffraff,normal,2024-02-23,3,True,Emerald,EERIE PAIR Your characters named Jetsam get +3 {S}.,,5.0,2.0,1.0,Common,72,en,"""Ursula needs lore to complete her plan....""",532924.0
crd_f6b07239b4384329b151160a80691d1b,Friar Tuck,Priest of Nottingham,normal,2024-02-23,4,True,Emerald,"YOU THIEVING SCOUNDREL When you play this character, the player or players with the most cards in their hand chooses and discards a card.",,2.0,4.0,2.0,Uncommon,73,en,"""Get outta my church! Out! Out! Out!""",539080.0
crd_bd43b98b4db44fc49f0aea4790ad393a,Helga Sinclair,Femme Fatale,normal,2024-02-23,5,False,Emerald,"Shift 3 (You may pay 3 {I} to play this on top of one of your characters named Helga Sinclair.)
THIS CHANGES EVERYTHING Whenever this character quests, you may deal 3 damage to chosen damaged character.",,4.0,4.0,2.0,Super_rare,74,en,,537764.0
crd_43db4d680b1c4ea7a375334266b28294,Helga Sinclair,Vengeful Partner,normal,2024-02-23,2,True,Emerald,"NOTHING PERSONAL When this character is challenged and banished, banish the challenging character.",,2.0,1.0,1.0,Rare,75,en,"""You said we were in this together!""",537761.0
crd_d3950786da4a4d3497090ce82253a144,Jetsam,Riffraff,normal,2024-02-23,3,True,Emerald,"Ward (Opponents can't choose this character except to challenge.)
EERIE PAIR Your characters named Flotsam gain Ward.",,2.0,2.0,2.0,Common,76,en,"""There must be powerful lore here, very powerful.""",532928.0
crd_e672bba7d4c5402f82d9360fca1594f5,Kit Cloudkicker,Tough Guy,normal,2024-02-23,3,True,Emerald,"SKYSURFING When you play this character, you may return chosen opposing character with 2 {S} or less to their player's hand.",,2.0,2.0,1.0,Uncommon,77,en,"""It's been fun, guys, but I got to be going.
Yahoooo!""",538357.0
crd_04851c839e844359bfe6a0fa70158d38,Lyle Tiberius Rourke,Cunning Mercenary,normal,2024-02-23,3,False,Emerald,"WELL, NOW YOU KNOW When you play this character, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)
THANKS FOR VOLUNTEERING Whenever one of your other characters is banished, each opponent loses 1 lore.",,2.0,4.0,1.0,Super_rare,78,en,,536279.0
crd_8745424825aa4fa6840fbb0a19711247,Milo Thatch,Clever Cartographer,normal,2024-02-23,1,True,Emerald,,,2.0,2.0,1.0,Common,79,en,"""Believe me, studying gibberish really can take
you places!""",536280.0
crd_1ab44dc7b1b1406ea256eb308fb857f5,Milo Thatch,King of Atlantis,normal,2024-02-23,7,False,Emerald,"Shift 4 (You may pay 4 {I} to play this on top of one of your characters named Milo Thatch.)
TAKE THEM BY SURPRISE When this character is banished, return all opposing characters to their players' hands.",,4.0,4.0,3.0,Legendary,80,en,"""You don't know what you're tampering with.""",536281.0
crd_be70d689335140bdadcde5f5356e169d,Morph,Space Goo,normal,2024-02-23,2,True,Emerald,MIMICRY You may play any character with Shift on this character as if this character had any name.,,2.0,1.0,1.0,Rare,81,en,"""You jiggle-headed blob of mischief!""
—John Silver",536118.0
crd_d4d29339b89f4a0aaeeb42f533e6fbbc,Peter Pan,Lost Boy Leader,normal,2024-02-23,4,True,Emerald,"I CAME TO LISTEN TO THE STORIES Once per turn, when this character moves to a location, gain lore equal to that location's {L}.",,3.0,3.0,1.0,Rare,82,en,"The Illumineers needed someone to find a missing
spellbook, and Peter was the first to volunteer.",531823.0
crd_1af5228c0d75411ebc9eccf5cae1c086,Prince John,Phony King,normal,2024-02-23,5,False,Emerald,"COLLECT TAXES Whenever this character quests, each opponent with more lore than you loses 2 lore.",,2.0,4.0,2.0,Uncommon,83,en,"""Too late to be known as John the First, he's sure to
be known as John the Worst!""
—Sheriff of Nottingham",539081.0
crd_4d6d0cbb004e486c8d038d3818d668a1,Robin Hood,Daydreamer,normal,2024-02-23,6,True,Emerald,,,4.0,5.0,4.0,Rare,84,en,"""Some days, it's nice to let the river do the
running.""",537608.0
crd_45b441afc5ff420f85eb9732b8b8e0c4,Shenzi,Hyena Pack Leader,normal,2024-02-23,4,True,Emerald,"I'LL HANDLE THIS While this character is at a location, she gets +3 {S}.
WHAT'S THE HURRY? While this character is at a location, whenever she challenges another character, you may draw a card.",,0.0,6.0,1.0,Super_rare,85,en,"""Why not stick around for dinner?""",539082.0
crd_8ab16485ed264e15b2e70a3ff7d97ce0,Sir Hiss,Aggravating Asp,normal,2024-02-23,2,True,Emerald,Evasive (Only characters with Evasive can challenge this character.),,3.0,1.0,1.0,Common,86,en,"Prince John isn't the only one collecting ""taxes""",537932.0
crd_5aab3c53b77844b2921a280dfe53bdaa,Skippy,Energetic Rabbit,normal,2024-02-23,2,True,Emerald,Ward (Opponents can't choose this character except to challenge.),,2.0,2.0,1.0,Common,87,en,Even the bravest outlaw knows when to lie low.,537933.0
crd_92c7a997ed6f441a807e91c8bd5aa470,Starkey,Devious Pirate,normal,2024-02-23,7,True,Emerald,,,6.0,6.0,3.0,Uncommon,88,en,"Point him in the right direction, and he'll do the rest.",537946.0
crd_a9fd85371b4f4a45bb279981167941d1,Stitch,Covert Agent,normal,2024-02-23,5,True,Emerald,"Evasive (Only characters with Evasive can challenge this character.)
HIDE While this character is at a location, he gains Ward. (Opponents can't choose them except to challenge.)",,3.0,3.0,2.0,Rare,89,en,"For such a flashy dresser, he sure is hard to spot.",539083.0
crd_00735a560a294b3d9be2ca39fe1385a6,Ursula,Deceiver,normal,2024-02-23,2,True,Emerald,"YOU'LL NEVER EVEN MISS IT When you play this character, chosen opponent reveals their hand and discards a song card of your choice.",,1.0,3.0,1.0,Uncommon,90,en,,532521.0
crd_00dafa7609fb42d2a1a8e4e81e79474a,Ursula,Deceiver of All,normal,2024-02-23,3,True,Emerald,"WHAT A DEAL Whenever this character sings a song, you may play that song again from your discard for free, then put it on the bottom of your deck.",,2.0,3.0,1.0,Legendary,91,en,"""I don't want much—just the most powerful lore!""",538726.0
crd_957cb3e7fff94353971bea94f4d0f154,Wildcat,Mechanic,normal,2024-02-23,3,True,Emerald,"Evasive (Only characters with Evasive can challenge this character.)
DISASSEMBLE {E} — Banish chosen item.",,2.0,3.0,1.0,Uncommon,92,en,"""I can take anything apart in under five minutes!""",538347.0
crd_ad676278d4e74481af58729c5c986b7b,Zazu,Steward of the Pride Lands,normal,2024-02-23,1,True,Emerald,"IT'S TIME TO GO! While this character is at a location, he gets +1 {L}.",,2.0,1.0,1.0,Common,93,en,"""I'd be lyin' if I said I ran the place, but welcome to
the Pride Lands all the same!""",539084.0
crd_86e375807dee4e26ab3254c11e7eed00,Has Set My Heaaaaaaart . . .,,normal,2024-02-23,2,True,Emerald,"(A character with cost 2 or more can {E} to sing this song for free.)
Banish chosen item.",,,,,Uncommon,94,en,"He's not real smart
And yet, he's touched my little cowhide heart",539085.0
crd_699c0e28637945e0a2ad8698e9695bb0,I Will Find My Way,,normal,2024-02-23,1,True,Emerald,"(A character with cost 1 or more can {E} to sing this song for free.)
Chosen character of yours gets +2 {S} this turn. They may move to a location for free.",,,,,Common,95,en,"I would go most anywhere
To feel like I belong",538723.0
crd_cc8e7afe0f344c32b64446caf7b31456,Strike a Good Match,,normal,2024-02-23,2,True,Emerald,"(A character with cost 2 or more can {E} to sing this song for free.)
Draw 2 cards, then choose and discard a card.",,,,,Common,96,en,"Please bring honor to us
Please bring honor to us all",538296.0
crd_bb11d0da1233459c84ade5157719208f,Airfoil,,normal,2024-02-23,2,True,Emerald,"I GOT TO BE GOING {E} — If you've played 2 or more actions this turn, draw a card.",,,,,Common,97,en,"Discovered in the lost Sea Duck, it looked good as new.",537757.0
crd_1784510055ec43e49b13b2837192c1d1,Robin's Bow,,normal,2024-02-23,3,False,Emerald,"FOREST'S GIFT {E} — Deal 1 damage to chosen damaged character or location.
A BIT OF A LARK Whenever a character of yours named Robin Hood quests, you may ready this item.",,,,,Uncommon,98,en,"""The forest always provides just what you need.""
—Robin Hood",537827.0
crd_c6b673289f9a4d2680a50dc6be9605dc,Starlight Vial,,normal,2024-02-23,4,False,Emerald,"EFFICIENT ENERGY {E} — You pay 2 {I} less for the next action you play this turn.
TRAP 2 {I}, Banish this item — Draw 2 cards, then choose and discard a card.",,,,,Rare,99,en,"In the wrong hands, this vial of magic could be disastrous.",539086.0
crd_7ddf29d6110e4ccf838fa1ae76bbe034,De Vil Manor,Cruella's Estate,landscape,2024-02-23,1,True,Emerald,,1.0,,4.0,1.0,Common,100,en,"""They say the ol' place is haunted, or bewitched, or some such fiddle-faddle.""
—Colonel",534090.0
crd_6438731e38f642b38a24a0b566078fa3,Fang,River City,landscape,2024-02-23,4,True,Emerald,SURROUNDED BY WATER Characters gain Ward and Evasive while here. (Opponents can't choose them except to challenge. Only characters with Evasive can challenge them.),2.0,,6.0,2.0,Rare,101,en,A nation protected by fierce assassins and their even fiercer cats.,533884.0
crd_872d8dd267f44d1ca4410036e7eed315,Kuzco's Palace,Home of the Emperor,landscape,2024-02-23,3,True,Emerald,"CITY WALLS Whenever a character is challenged and banished while here, banish the challenging character.",3.0,,7.0,1.0,Uncommon,102,en,"""Sure it's a little small, but also it DOESN'T HAVE A POOL!"" —Kuzco",538681.0
crd_341f45661be2402b86ec54dd9e402bd3,Ariel,Adventurous Collector,normal,2024-02-23,3,True,Ruby,"Evasive (Only characters with Evasive can challenge this character.)
INSPIRING VOICE Whenever you play a song, chosen character of yours gains Evasive until the start of your next turn.",,2.0,3.0,1.0,Super_rare,103,en,Shipwrecks are great places to find lore—and hide from sharks!,537886.0
crd_962d3a1f68d842a2818db2f230723b87,Billy Bones,Keeper of the Map,normal,2024-02-23,5,True,Ruby,,,6.0,5.0,1.0,Common,104,en,"""He's after me chest, that fiendish cyborg and his
band of cutthroats.""",539087.0
crd_cded72e2cdf242d490be6e3e32c3e17b,Captain Hook,Master Swordsman,normal,2024-02-23,5,True,Ruby,"NEMESIS During your turn, whenever this character banishes another character in a challenge, ready this character. He can't quest for the rest of this turn.
MAN-TO-MAN Characters named Peter Pan lose Evasive and can't gain Evasive.",,5.0,4.0,1.0,Rare,105,en,,538225.0
crd_97817cbd2b964970b24740509392cf7b,Della Duck,Unstoppable Mom,normal,2024-02-23,2,False,Ruby,Reckless (This character can't quest and must challenge each turn if able.),,3.0,3.0,0.0,Common,106,en,"""I survived the moon. How tough could the flooded
Inklands be?""",535723.0
crd_27a77344b85748bd9d7d45de2969c918,HeiHei,Accidental Explorer,normal,2024-02-23,2,True,Ruby,"MINDLESS WANDERING Once per turn, when this character moves to a location, each opponent loses 1 lore.",,3.0,2.0,1.0,Uncommon,107,en,Considering the coconut.,538342.0
crd_f9025821a35c4cea9fd04182f7db5896,Hydra,Deadly Serpent,normal,2024-02-23,6,False,Ruby,"WATCH THE TEETH Whenever this character is dealt damage, deal that much damage to chosen opposing character.",,6.0,5.0,2.0,Legendary,108,en,More heads are better than one.,539088.0
crd_163516a9fa684676b2bed66aa7a64a35,Jim Hawkins,Space Traveler,normal,2024-02-23,5,True,Ruby,"THIS IS IT! When you play this character, you may play a location with cost 4 or less for free.
TAKE THE HELM Whenever you play a location, this character may move there for free.",,4.0,4.0,2.0,Legendary,109,en,"""You're gonna rattle the stars, you are.""
—John Silver",532660.0
crd_bdeabb102e8a43af9b4e1699df256503,Jim Hawkins,Thrill Seeker,normal,2024-02-23,2,True,Ruby,,,3.0,2.0,1.0,Common,110,en,"If you want a bigger reward, you've got to take
bigger risks.",536113.0
crd_d119988be09743af8639f30e658caa8c,Kakamora,Menacing Sailor,normal,2024-02-23,3,False,Ruby,"PLUNDER When you play this character, each opponent loses 1 lore.",,3.0,2.0,1.0,Common,111,en,There's a bunch more where he came from.,538365.0
crd_62c656f20cba4c43a1ed1f7ebc2ca720,Madame Medusa,The Boss,normal,2024-02-23,6,False,Ruby,"THAT TERRIBLE WOMAN When you play this character, banish chosen opposing character with 3 {S} or less.",,4.0,4.0,1.0,Super_rare,112,en,"""Finding lore will be as easy as taking candy from
children.""",539089.0
