id,name,version,layout,released_at,cost,inkwell,ink,type,classifications,text,keywords,move_cost,strength,willpower,lore,rarity,illustrators,collector_number,lang,flavor_text,tcgplayer_id,legalities,set,prices
crd_308bd5ecd73f4d26af79fb786fab2eea,Magic Carpet,Flying Rug,normal,2024-02-23,2,True,Amethyst,Character,"['Storyborn', 'Ally']","Evasive (Only characters with Evasive can challenge this character.)
FIND THE WAY {E} — Move a character of yours to a location for free.",['Evasive'],,2.0,1.0,1.0,Common,['Cory Godbey'],47,en,"""Carpet and I can swoop in, grab the lore, and be back
before anyone knows it!"" —Aladdin",539072,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.07', 'usd_foil': '0.2'}"
crd_1613e74208754e64b862c2a8b28add19,Magica De Spell,Ambitious Witch,normal,2024-02-23,2,True,Amethyst,Character,"['Storyborn', 'Villain', 'Sorcerer']",,[],,2.0,3.0,1.0,Common,['Lissette Carrera'],48,en,"""Feed my power, Dark Eclipse. Free my form
from the abyss. Dormant magic now unchain,
the Shadow Queen be whole again!""",538257,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.04', 'usd_foil': '0.22'}"
crd_fc52c08c7f254d8cb1e54150de516407,Magica De Spell,The Midas Touch,normal,2024-02-23,7,False,Amethyst,Character,"['Floodborn', 'Villain', 'Sorcerer']","Shift 5 (You may pay 5 {I} to play this on top of one of your characters named Magica De Spell.)
ALL MINE Whenever this character quests, gain lore equal to the cost of one of your items in play.",['Shift'],,4.0,6.0,0.0,Super_rare,['Lauren Levering'],49,en,"""I can feel my powers growing the closer I get to
Scrooge's precious dime!""",538254,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.17', 'usd_foil': '0.61'}"
crd_177102be31464591b1637a5b9b2b5aca,Magica De Spell,Thieving Sorceress,normal,2024-02-23,4,True,Amethyst,Character,"['Storyborn', 'Villain', 'Sorcerer']",TELEKINESIS {E} — Return chosen item with cost equal to or less than this character's {S} to its player's hand.,[],,3.0,4.0,2.0,Uncommon,['Giulia Riva'],50,en,"""Do you know what I call this? A good start!""",538255,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.06', 'usd_foil': '0.26'}"
crd_ffec4fba40d948dc8cd4f54b5f9897a9,Maleficent,Mistress of All Evil,normal,2024-02-23,5,True,Amethyst,Character,"['Storyborn', 'Villain', 'Sorcerer']","DARK KNOWLEDGE Whenever this character quests, you may draw a card.
DIVINATION During your turn, whenever you draw a card, you may move 1 damage counter from chosen character to chosen opposing character.",[],,2.0,3.0,2.0,Legendary,['Grace Tran'],51,en,,539073,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '1.8', 'usd_foil': '2.99'}"
crd_7c8f8f0af4fb4d6087a414c04c0fca4c,Mama Odie,Voice of Wisdom,normal,2024-02-23,6,False,Amethyst,Character,"['Dreamborn', 'Ally', 'Sorcerer']","LISTEN TO YOUR MAMA NOW Whenever this character quests, you may move up to 2 damage counters from chosen character to chosen opposing character.",[],,3.0,6.0,2.0,Uncommon,['Cristian Romero'],52,en,"""That's the way to give it what it needs, Juju!""",531827,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.06', 'usd_foil': '0.21'}"
crd_835c907af9be4b9d93b301eb3324b83e,Pua,Potbellied Buddy,normal,2024-02-23,2,True,Amethyst,Character,"['Storyborn', 'Ally']","ALWAYS THERE When this character is banished, you may shuffle this card into your deck.",[],,2.0,2.0,2.0,Common,['Denny Minonne'],53,en,"Always ready to lend a hand...er, snout.",538216,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.06', 'usd_foil': '0.17'}"
crd_444d8b9e59e44e919534ccc79bd66d85,Rafiki,Mystical Fighter,normal,2024-02-23,1,True,Amethyst,Character,"['Dreamborn', 'Mentor', 'Sorcerer']","Challenger +3 (While challenging, this character gets +3 {S}.)
ANCIENT SKILLS Whenever he challenges a Hyena character, this character takes no damage from the challenge.",['Challenger'],,0.0,2.0,1.0,Rare,['Otto Paredes'],54,en,Mind the stick!,539074,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.6', 'usd_foil': '2.18'}"
crd_a3263d84bb5645f3974b837b717d50f5,Stratos,Tornado Titan,normal,2024-02-23,5,True,Amethyst,Character,"['Storyborn', 'Titan']","Evasive (Only characters with Evasive can challenge this character.)
CYCLONE {E} — Gain lore equal to the number of Titan characters you have in play.",['Evasive'],,4.0,4.0,0.0,Rare,['Jared Nickerl / Alice Pisoni'],55,en,"""Blow Zeus away!""",539075,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.18', 'usd_foil': '0.37'}"
crd_67c15e1a10e04510a5f6c78cf9119e22,The Firebird,Force of Destruction,normal,2024-02-23,4,True,Amethyst,Character,"['Dreamborn', 'Villain']",,[],,6.0,2.0,1.0,Common,['Hedvig Häggman-Sund'],56,en,"It rages through the forest,
Wings spread wide with flame
Spring sings its ancient chorus
And green renews its claim",537826,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.07', 'usd_foil': '0.14'}"
crd_8af5e037a64f41e58380427a86148bb5,The Queen,Hateful Rival,normal,2024-02-23,3,True,Amethyst,Character,"['Dreamborn', 'Villain', 'Queen', 'Sorcerer']",,[],,4.0,3.0,1.0,Common,['Anna Rud / Livio Cacciatore'],57,en,"""A cobweb's strand to hold her fast
An eagle's eye to see her well
Sands of time to steal her past
Thus I cast my magic spell!""",539076,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.05', 'usd_foil': '0.14'}"
crd_8b9133c809b04113a3b464d0f1c2ca82,Treasure Guardian,Protector of the Cave,normal,2024-02-23,4,False,Amethyst,Character,['Storyborn'],WHO DISTURBS MY SLUMBER? This character can't challenge or quest unless it is at a location.,[],,6.0,6.0,2.0,Rare,['Hedvig Häggman-Sund'],58,en,"""Only one may enter here.""",539077,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.15', 'usd_foil': '0.4'}"
crd_ef7ea6ffd33a4557961b74ea45e095d4,Ursula,Sea Witch,normal,2024-02-23,3,False,Amethyst,Character,"['Dreamborn', 'Villain', 'Sorcerer']","YOU'RE TOO LATE Whenever this character quests, chosen opposing character can't ready at the start of their next turn.",[],,3.0,3.0,1.0,Rare,['John Loren'],59,en,The secret contract has already been written.,538301,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.2', 'usd_foil': '0.42'}"
crd_f3f30e7e137c4336a2551abfa4b4eeaf,Bestow a Gift,,normal,2024-02-23,1,True,Amethyst,Action,,Move 1 damage counter from chosen character to chosen opposing character.,[],,,,,Common,['Dylan Bonner'],60,en,"""From magic ink I call this gift.
Fly my minion, thy wings be swift!""
—Maleficent",537626,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.06', 'usd_foil': '0.16'}"
crd_7a47845bdb01452e9faae9028fb22eeb,It Calls Me,,normal,2024-02-23,1,True,Amethyst,Action,,"(A character with cost 1 or more can {E} to sing this song for free.)
Draw a card. Then, choose up to 3 cards from chosen opponent's discard and shuffle them into their deck.",[],,,,,Uncommon,['Luis Huerta'],61,en,I am everything I've learned and more,539078,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.07', 'usd_foil': '0.22'}"
crd_7a47845bdb01452e9faae9028fb22eeb,It Calls Me,,normal,2024-02-23,1,True,Amethyst,Song,,"(A character with cost 1 or more can {E} to sing this song for free.)
Draw a card. Then, choose up to 3 cards from chosen opponent's discard and shuffle them into their deck.",[],,,,,Uncommon,['Luis Huerta'],61,en,I am everything I've learned and more,539078,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.07', 'usd_foil': '0.22'}"
crd_13df9fbee1d6457f8d4ca866073d28d3,Last-Ditch Effort,,normal,2024-02-23,3,False,Amethyst,Action,,Exert chosen opposing character. Then chosen character of yours gains Challenger +2 this turn. (They get +2 {S} while challenging.),[],,,,,Uncommon,['Ian MacDonald'],62,en,"""I got your back.""",538230,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.06', 'usd_foil': '0.3'}"
crd_716a89f3b6cf4f57b66888fd4166d1df,The Boss is on a Roll,,normal,2024-02-23,3,True,Amethyst,Action,,"(A character with cost 3 or more can {E} to sing this song for free.)
Look at the top 5 cards of your deck. Put any number of them on the top or the bottom of your deck in any order. Gain 1 lore.",[],,,,,Rare,['Koni'],63,en,Go ahead! Make your choice!,537633,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.45', 'usd_foil': '1.05'}"
crd_716a89f3b6cf4f57b66888fd4166d1df,The Boss is on a Roll,,normal,2024-02-23,3,True,Amethyst,Song,,"(A character with cost 3 or more can {E} to sing this song for free.)
Look at the top 5 cards of your deck. Put any number of them on the top or the bottom of your deck in any order. Gain 1 lore.",[],,,,,Rare,['Koni'],63,en,Go ahead! Make your choice!,537633,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.45', 'usd_foil': '1.05'}"
crd_5008b128a011481396f80e0c9c5424bc,The Lamp,,normal,2024-02-23,2,False,Amethyst,Item,,"GOOD OR EVIL Banish this item — If you have a character named Jafar in play, draw 2 cards. If you have a character named Genie in play, return chosen character with cost 4 or less to their player's hand.",[],,,,,Rare,['Ever Galvez / Anna Stosik'],64,en,,539079,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.19', 'usd_foil': '0.59'}"
crd_4ae1ca3505fc492eb6e4310ae36f3ba3,The Sorcerer's Hat,,normal,2024-02-23,2,True,Amethyst,Item,,"INCREDIBLE ENERGY {E}, 1 {I} — Name a card, then reveal the top card of your deck. If it's the named card, put that card into your hand. Otherwise, put it on the top of your deck.",[],,,,,Rare,['Jiahui Eva Gao'],65,en,"Minnie approached it cautiously. Whoever had placed it here
might have prepared traps.",532639,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.25', 'usd_foil': '0.73'}"
crd_5ac4816ce7b240db942b5963a8db9909,Forbidden Mountain,Maleficent's Castle,landscape,2024-02-23,2,True,Amethyst,Location,,,[],1.0,,6.0,1.0,Common,['Jimmy Lo'],66,en,"An eerie quiet surrounds the castle—but beware of the dangerous
occupant within.",531821,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.08', 'usd_foil': '0.3'}"
crd_a4f0a9a928674b2a93d17f7c81eb09d7,The Queen's Castle,Mirror Chamber,landscape,2024-02-23,4,True,Amethyst,Location,,"USING THE MIRROR At the start of your turn, for each character you have here, you may draw a card.",[],1.0,,7.0,2.0,Rare,['Matthew Oates'],67,en,Those who visit the mirror can choose their question—but not the answer.,538680,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '4', 'usd_foil': '13.1'}"
crd_d9a1c24b8bf4469f8535e75c38cf61f7,The Sorcerer's Tower,Wondrous Workspace,landscape,2024-02-23,3,True,Amethyst,Location,,"BROOM CLOSET Your characters named Magic Broom may move here for free.
MAGICAL POWER Characters get +1 {L} while here.",[],2.0,,7.0,0.0,Uncommon,['Wietse Treurniet'],68,en,Everything you need to make some magic.,535148,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.27', 'usd_foil': '0.59'}"
crd_1406e73a81ad4687ad3e502447d21287,Cubby,Mighty Lost Boy,normal,2024-02-23,4,True,Emerald,Character,"['Storyborn', 'Ally']","THE BEAR Whenever this character moves to a location, he gets +3 {S} this turn.",[],,3.0,5.0,1.0,Common,['Wouter Bruneel'],69,en,"With Peter holding off Hook, Cubby did what he
does best: break stuff.",537945,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.04', 'usd_foil': '0.13'}"
crd_25aa34175eeb4f30bbb9199f46040395,Cursed Merfolk,Ursula's Handiwork,normal,2024-02-23,1,False,Emerald,Character,['Storyborn'],"POOR SOULS Whenever this character is challenged, each opponent chooses and discards a card.",[],,0.0,1.0,2.0,Rare,['Massimiliano Narciso / Marieke Ferrari'],70,en,"""Now it's happened once or twice, someone couldn't
pay the price...""
—Ursula",537383,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '1.93', 'usd_foil': '4.12'}"
crd_566472b873bc4f0caf367e8bc583e92e,Don Karnage,Prince of Pirates,normal,2024-02-23,5,True,Emerald,Character,"['Dreamborn', 'Villain', 'Prince', 'Pirate']",Evasive (Only characters with Evasive can challenge this character.),['Evasive'],,4.0,4.0,2.0,Common,['Luis Huerta'],71,en,"""You didn't expect to find me here, did you? Well
neither did I.""",538355,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.04', 'usd_foil': '0.15'}"
crd_ba452763794342109447ecb7b492d919,Flotsam,Riffraff,normal,2024-02-23,3,True,Emerald,Character,"['Dreamborn', 'Ally']",EERIE PAIR Your characters named Jetsam get +3 {S}.,[],,5.0,2.0,1.0,Common,['Brian Kesinger'],72,en,"""Ursula needs lore to complete her plan....""",532924,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.04', 'usd_foil': '0.13'}"
crd_f6b07239b4384329b151160a80691d1b,Friar Tuck,Priest of Nottingham,normal,2024-02-23,4,True,Emerald,Character,"['Storyborn', 'Ally']","YOU THIEVING SCOUNDREL When you play this character, the player or players with the most cards in their hand chooses and discards a card.",[],,2.0,4.0,2.0,Uncommon,['Denny Minonne'],73,en,"""Get outta my church! Out! Out! Out!""",539080,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.07', 'usd_foil': '0.33'}"
crd_bd43b98b4db44fc49f0aea4790ad393a,Helga Sinclair,Femme Fatale,normal,2024-02-23,5,False,Emerald,Character,"['Floodborn', 'Villain']","Shift 3 (You may pay 3 {I} to play this on top of one of your characters named Helga Sinclair.)
THIS CHANGES EVERYTHING Whenever this character quests, you may deal 3 damage to chosen damaged character.",['Shift'],,4.0,4.0,2.0,Super_rare,['Alice Pisoni'],74,en,,537764,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.21', 'usd_foil': '0.78'}"
crd_43db4d680b1c4ea7a375334266b28294,Helga Sinclair,Vengeful Partner,normal,2024-02-23,2,True,Emerald,Character,"['Storyborn', 'Villain']","NOTHING PERSONAL When this character is challenged and banished, banish the challenging character.",[],,2.0,1.0,1.0,Rare,['Kasia Brzezinska'],75,en,"""You said we were in this together!""",537761,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.09', 'usd_foil': '0.49'}"
crd_d3950786da4a4d3497090ce82253a144,Jetsam,Riffraff,normal,2024-02-23,3,True,Emerald,Character,"['Dreamborn', 'Ally']","Ward (Opponents can't choose this character except to challenge.)
EERIE PAIR Your characters named Flotsam gain Ward.",['Ward'],,2.0,2.0,2.0,Common,['Brian Kesinger'],76,en,"""There must be powerful lore here, very powerful.""",532928,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.03', 'usd_foil': '0.13'}"
crd_e672bba7d4c5402f82d9360fca1594f5,Kit Cloudkicker,Tough Guy,normal,2024-02-23,3,True,Emerald,Character,"['Storyborn', 'Ally']","SKYSURFING When you play this character, you may return chosen opposing character with 2 {S} or less to their player's hand.",[],,2.0,2.0,1.0,Uncommon,['Jake Parker'],77,en,"""It's been fun, guys, but I got to be going.
Yahoooo!""",538357,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.12', 'usd_foil': '0.48'}"
crd_04851c839e844359bfe6a0fa70158d38,Lyle Tiberius Rourke,Cunning Mercenary,normal,2024-02-23,3,False,Emerald,Character,"['Storyborn', 'Villain']","WELL, NOW YOU KNOW When you play this character, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)
THANKS FOR VOLUNTEERING Whenever one of your other characters is banished, each opponent loses 1 lore.",[],,2.0,4.0,1.0,Super_rare,['Mike Parker'],78,en,,536279,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.43', 'usd_foil': '1.94'}"
crd_8745424825aa4fa6840fbb0a19711247,Milo Thatch,Clever Cartographer,normal,2024-02-23,1,True,Emerald,Character,"['Dreamborn', 'Hero']",,[],,2.0,2.0,1.0,Common,['Giuseppe di Maio'],79,en,"""Believe me, studying gibberish really can take
you places!""",536280,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.06', 'usd_foil': '0.12'}"
crd_1ab44dc7b1b1406ea256eb308fb857f5,Milo Thatch,King of Atlantis,normal,2024-02-23,7,False,Emerald,Character,"['Floodborn', 'Hero', 'King']","Shift 4 (You may pay 4 {I} to play this on top of one of your characters named Milo Thatch.)
TAKE THEM BY SURPRISE When this character is banished, return all opposing characters to their players' hands.",['Shift'],,4.0,4.0,3.0,Legendary,['Valerio Buonfantino'],80,en,"""You don't know what you're tampering with.""",536281,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '1.08', 'usd_foil': '2.89'}"
crd_be70d689335140bdadcde5f5356e169d,Morph,Space Goo,normal,2024-02-23,2,True,Emerald,Character,"['Storyborn', 'Ally', 'Alien']",MIMICRY You may play any character with Shift on this character as if this character had any name.,[],,2.0,1.0,1.0,Rare,['Alan Batson'],81,en,"""You jiggle-headed blob of mischief!""
—John Silver",536118,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '1.83', 'usd_foil': '4.68'}"
crd_d4d29339b89f4a0aaeeb42f533e6fbbc,Peter Pan,Lost Boy Leader,normal,2024-02-23,4,True,Emerald,Character,"['Dreamborn', 'Hero']","I CAME TO LISTEN TO THE STORIES Once per turn, when this character moves to a location, gain lore equal to that location's {L}.",[],,3.0,3.0,1.0,Rare,['Grace Tran'],82,en,"The Illumineers needed someone to find a missing
spellbook, and Peter was the first to volunteer.",531823,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.16', 'usd_foil': '0.23'}"
crd_1af5228c0d75411ebc9eccf5cae1c086,Prince John,Phony King,normal,2024-02-23,5,False,Emerald,Character,"['Storyborn', 'Villain', 'Prince']","COLLECT TAXES Whenever this character quests, each opponent with more lore than you loses 2 lore.",[],,2.0,4.0,2.0,Uncommon,['Koni'],83,en,"""Too late to be known as John the First, he's sure to
be known as John the Worst!""
—Sheriff of Nottingham",539081,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.06', 'usd_foil': '0.19'}"
crd_4d6d0cbb004e486c8d038d3818d668a1,Robin Hood,Daydreamer,normal,2024-02-23,6,True,Emerald,Character,"['Dreamborn', 'Hero']",,[],,4.0,5.0,4.0,Rare,['John Loren'],84,en,"""Some days, it's nice to let the river do the
running.""",537608,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.25', 'usd_foil': '0.92'}"
crd_45b441afc5ff420f85eb9732b8b8e0c4,Shenzi,Hyena Pack Leader,normal,2024-02-23,4,True,Emerald,Character,"['Storyborn', 'Ally', 'Hyena']","I'LL HANDLE THIS While this character is at a location, she gets +3 {S}.
WHAT'S THE HURRY? While this character is at a location, whenever she challenges another character, you may draw a card.",[],,0.0,6.0,1.0,Super_rare,['Jochem van Gool'],85,en,"""Why not stick around for dinner?""",539082,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.19', 'usd_foil': '0.54'}"
crd_8ab16485ed264e15b2e70a3ff7d97ce0,Sir Hiss,Aggravating Asp,normal,2024-02-23,2,True,Emerald,Character,"['Dreamborn', 'Ally']",Evasive (Only characters with Evasive can challenge this character.),['Evasive'],,3.0,1.0,1.0,Common,['Alan Batson'],86,en,"Prince John isn't the only one collecting ""taxes""",537932,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.09', 'usd_foil': '0.23'}"
crd_5aab3c53b77844b2921a280dfe53bdaa,Skippy,Energetic Rabbit,normal,2024-02-23,2,True,Emerald,Character,"['Storyborn', 'Ally']",Ward (Opponents can't choose this character except to challenge.),['Ward'],,2.0,2.0,1.0,Common,['Jeanne Plounevez'],87,en,Even the bravest outlaw knows when to lie low.,537933,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.03', 'usd_foil': '0.13'}"
crd_92c7a997ed6f441a807e91c8bd5aa470,Starkey,Devious Pirate,normal,2024-02-23,7,True,Emerald,Character,"['Storyborn', 'Ally', 'Pirate']",,[],,6.0,6.0,3.0,Uncommon,['Adam Ford'],88,en,"Point him in the right direction, and he'll do the rest.",537946,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.03', 'usd_foil': '0.18'}"
crd_a9fd85371b4f4a45bb279981167941d1,Stitch,Covert Agent,normal,2024-02-23,5,True,Emerald,Character,"['Dreamborn', 'Hero', 'Alien']","Evasive (Only characters with Evasive can challenge this character.)
HIDE While this character is at a location, he gains Ward. (Opponents can't choose them except to challenge.)",['Evasive'],,3.0,3.0,2.0,Rare,['Grace Tran'],89,en,"For such a flashy dresser, he sure is hard to spot.",539083,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.15', 'usd_foil': '0.3'}"
crd_00735a560a294b3d9be2ca39fe1385a6,Ursula,Deceiver,normal,2024-02-23,2,True,Emerald,Character,"['Storyborn', 'Villain', 'Sorcerer']","YOU'LL NEVER EVEN MISS IT When you play this character, chosen opponent reveals their hand and discards a song card of your choice.",[],,1.0,3.0,1.0,Uncommon,['Lisanne Koeteeuw'],90,en,,532521,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.56', 'usd_foil': '4.4'}"
crd_00dafa7609fb42d2a1a8e4e81e79474a,Ursula,Deceiver of All,normal,2024-02-23,3,True,Emerald,Character,"['Dreamborn', 'Villain', 'Sorcerer']","WHAT A DEAL Whenever this character sings a song, you may play that song again from your discard for free, then put it on the bottom of your deck.",[],,2.0,3.0,1.0,Legendary,['Matthew Robert Davies'],91,en,"""I don't want much—just the most powerful lore!""",538726,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '15.41', 'usd_foil': '22.36'}"
crd_957cb3e7fff94353971bea94f4d0f154,Wildcat,Mechanic,normal,2024-02-23,3,True,Emerald,Character,"['Storyborn', 'Ally']","Evasive (Only characters with Evasive can challenge this character.)
DISASSEMBLE {E} — Banish chosen item.",['Evasive'],,2.0,3.0,1.0,Uncommon,['Valentina Graziuso'],92,en,"""I can take anything apart in under five minutes!""",538347,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.05', 'usd_foil': '0.23'}"
crd_ad676278d4e74481af58729c5c986b7b,Zazu,Steward of the Pride Lands,normal,2024-02-23,1,True,Emerald,Character,"['Storyborn', 'Ally']","IT'S TIME TO GO! While this character is at a location, he gets +1 {L}.",[],,2.0,1.0,1.0,Common,['Ron Baird'],93,en,"""I'd be lyin' if I said I ran the place, but welcome to
the Pride Lands all the same!""",539084,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.05', 'usd_foil': '0.13'}"
crd_86e375807dee4e26ab3254c11e7eed00,Has Set My Heaaaaaaart . . .,,normal,2024-02-23,2,True,Emerald,Action,,"(A character with cost 2 or more can {E} to sing this song for free.)
Banish chosen item.",[],,,,,Uncommon,['Hyuna Lee'],94,en,"He's not real smart
And yet, he's touched my little cowhide heart",539085,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.05', 'usd_foil': '0.24'}"
crd_86e375807dee4e26ab3254c11e7eed00,Has Set My Heaaaaaaart . . .,,normal,2024-02-23,2,True,Emerald,Song,,"(A character with cost 2 or more can {E} to sing this song for free.)
Banish chosen item.",[],,,,,Uncommon,['Hyuna Lee'],94,en,"He's not real smart
And yet, he's touched my little cowhide heart",539085,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.05', 'usd_foil': '0.24'}"
crd_699c0e28637945e0a2ad8698e9695bb0,I Will Find My Way,,normal,2024-02-23,1,True,Emerald,Action,,"(A character with cost 1 or more can {E} to sing this song for free.)
Chosen character of yours gets +2 {S} this turn. They may move to a location for free.",[],,,,,Common,['Carmine Pucci'],95,en,"I would go most anywhere
To feel like I belong",538723,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.1', 'usd_foil': '0.14'}"
